cid,week_num,qty,amnt
89,76,1,40.99
90,1,1,12.9
90,2,1,11.77
91,1,2,32.54
92,1,2,35.98
92,16,1,17.36
93,1,14,219.32999999999998
94,1,4,44.1
95,1,3,53.53
95,2,3,47.11
95,4,5,91.26
95,5,2,37.98
95,6,3,52.9
95,7,1,19.77
95,9,4,67.46
95,12,2,42.73
95,15,1,14.37
95,17,2,29.33
95,19,4,56.879999999999995
95,21,2,29.33
95,23,1,11.77
95,26,1,28.18
95,34,4,66.46
95,38,4,45.96
95,49,6,90.94
95,51,2,82.98
95,54,3,42.47
95,57,2,24.98
95,58,8,109.24
95,60,5,105.45
95,63,6,82.42
95,69,7,106.93
95,71,3,59.97
95,76,4,65.44
95,78,4,49.43
96,1,4,57.67
96,6,4,61.91
96,7,3,29.5
96,8,1,96.99
96,11,6,75.22
96,14,3,49.94
96,16,4,60.48
96,25,1,12.97
96,28,2,23.74
96,31,7,102.21
96,44,4,114.46
96,46,5,234.45
96,49,1,248.49
96,53,4,68.46
96,55,4,45.46
96,60,2,28.37
96,62,3,30.86
96,71,4,54.85
96,78,4,49.96
97,1,6,91.57
97,43,6,80.94
97,58,4,128.87
97,65,2,23.37
98,1,2,46.14
98,21,2,30.32
99,1,2,25.94
99,3,2,28.34
99,17,2,28.93
99,30,4,52.1
99,41,2,24.98
99,46,3,40.97
99,50,1,65.99
100,1,1,13.77
100,50,1,12.49
100,68,2,28.98
101,3,2,23.54
102,1,1,14.37
102,6,1,25.99
102,48,1,11.49
102,61,4,105.62
103,7,4,51.08
103,14,2,29.75
103,68,3,29.66
104,1,1,14.96
105,1,3,35.31
106,1,2,31.52
106,3,2,29.92
106,26,2,30.72
106,44,2,27.98
106,52,1,36.99
106,57,3,44.97
107,1,1,21.99
108,1,1,17.96
109,2,5,71.89
109,5,7,132.57
110,1,2,27.94
111,1,1,35.99
111,2,1,32.99
111,11,4,77.96
111,16,3,59.3
111,17,2,134.98
111,25,1,91.92
111,29,3,47.08
111,30,2,71.96
111,43,3,78.47
111,49,3,83.47
111,55,4,84.46
111,59,4,123.96
111,60,2,32.98
111,61,2,23.06
111,71,1,72.99
111,77,3,55.47
112,1,1,11.77
112,6,1,11.77
113,1,3,32.91
113,62,2,26.759999999999998
114,1,1,16.36
114,18,2,28.13
114,36,1,22.97
114,58,1,28.49
114,59,2,28.98
115,1,1,13.97
116,1,1,12.77
117,1,2,18.74
117,35,2,24.74
117,64,1,15.49
118,1,1,15.36
118,25,4,58.49
119,1,3,41.69
120,1,1,22.97
120,8,1,14.96
120,13,1,11.77
120,20,1,42.32
120,51,1,11.49
121,1,1,12.49
122,1,2,27.74
123,1,1,31.99
124,1,2,28.93
124,37,2,28.48
124,42,2,26.98
124,44,2,25.98
124,50,2,27.98
125,1,3,37.47
125,25,1,13.72
125,42,1,12.99
125,47,1,6.49
125,58,1,11.49
125,75,2,26.48
126,1,1,9.77
126,48,2,292.98
127,1,3,39.71
128,1,3,20.37
128,2,1,12.49
128,6,2,22.75
128,31,1,12.25
129,1,1,12.49
130,1,1,14.37
130,4,1,5.99
130,6,3,42.89
130,22,1,10.77
130,26,1,5.99
130,33,1,14.96
130,45,1,12.99
130,70,1,12.99
131,1,2,30.32
132,1,3,53.69
132,9,5,54.65
132,13,2,27.13
132,24,4,57.45
132,40,5,67.95
132,71,3,41.56
133,1,1,18.99
133,4,1,14.37
133,5,1,9.77
133,9,1,15.99
133,18,3,47.33
133,25,3,59.74
133,45,2,32.98
134,1,1,17.9
134,18,1,9.99
134,54,1,21.49
135,1,6,84.39
136,1,2,44.98
136,48,2,36.98
137,1,2,27.73
138,1,1,14.99
139,1,1,11.77
140,1,1,28.7
140,18,1,15.36
141,1,1,19.97
141,11,2,19.54
141,16,1,22.77
141,35,2,44.34
141,43,1,5.49
141,60,1,11.88
141,71,2,23.76
142,1,1,15.36
142,2,3,49.97
142,13,1,19.99
142,60,1,12.58
142,67,1,24.49
143,1,2,41.48
144,1,2,30.72
145,1,2,26.56
145,2,2,26.73
145,5,2,20.75
145,8,1,15.96
145,11,9,114.94
145,14,1,13.97
145,18,3,46.28
145,21,1,13.97
145,27,1,13.97
145,33,2,27.13
145,37,2,25.98
145,44,1,12.99
145,45,1,12.99
145,47,3,55.97
145,60,1,12.58
145,61,2,24.46
145,63,1,11.88
145,71,1,17.48
145,74,2,27.37
146,1,1,13.97
147,4,2,27.14
147,8,3,62.1
147,20,1,13.97
147,37,2,27.98
147,45,2,29.48
147,49,6,67.94
147,50,4,59.46
148,1,1,14.96
148,7,1,9.77
148,22,1,9.77
148,44,1,11.49
148,45,3,40.97
148,60,2,29.91
148,64,2,29.57
149,1,4,54.87
149,4,4,51.67
150,1,1,15.36
151,1,1,13.97
152,1,8,123.53999999999999
152,4,2,23.54
152,5,2,28.93
152,43,3,43.97
152,55,2,23.98
153,1,1,6.79
154,1,1,14.37
154,22,1,14.96
154,39,1,13.99
154,45,1,13.99
154,69,1,11.88
155,1,1,23.99
156,1,1,10.77
157,1,2,27.94
157,9,4,52.27
158,1,3,43.05
159,1,2,19.75
160,1,2,19.74
161,1,1,19.77
161,3,1,13.97
161,8,3,38.9
161,17,2,25.14
161,37,3,36.97
161,50,6,112.44
161,51,1,51.99
161,58,2,25.98
161,63,4,54.77
161,74,2,36.98
162,1,2,119.54
163,1,2,25.74
164,1,2,25.73
164,6,3,38.5
164,11,2,29.33
164,23,2,27.94
164,28,1,14.96
164,30,3,42.7
164,50,3,41.97
164,78,2,24.46
165,1,1,7.78
165,63,2,17.98
165,74,1,8.99
166,1,2,29.53
166,48,2,16.48
166,50,3,36.97
166,51,2,17.98
166,52,3,36.97
166,60,1,11.49
166,64,1,11.88
166,74,1,11.88
167,3,3,44.09
167,10,1,14.96
167,24,2,24.95
167,41,1,12.99
167,44,1,59.49
167,47,1,11.49
167,50,1,18.49
168,1,1,14.96
169,1,1,11.77
170,1,2,29.92
170,56,3,44.47
171,1,1,14.96
172,1,5,50.95
173,1,1,18.36
173,66,3,31.47
174,1,2,36.730000000000004
175,1,1,27.77
176,1,1,11.77
177,1,7,125.61999999999999
177,2,1,14.37
177,3,1,14.37
177,5,2,28.34
177,6,3,46.88
177,8,1,16.76
177,10,2,30.33
177,12,2,27.13
177,13,1,14.96
177,17,1,14.96
177,21,1,8.97
177,23,1,11.77
177,25,1,14.96
177,29,1,14.96
177,31,1,14.96
177,36,2,30.32
177,43,1,15.49
177,44,1,14.99
177,47,1,17.99
177,48,1,31.49
177,49,1,22.49
177,53,1,11.49
177,58,1,11.49
177,72,1,14.99
178,1,1,12.49
179,1,1,16.36
179,7,1,14.96
179,10,2,24.94
179,30,2,34.22
179,31,3,31.720000000000002
179,33,1,9.98
179,39,3,29.97
179,60,1,11.88
180,1,2,25.88
180,35,3,36.71
181,1,3,43.7
182,1,1,26.77
182,39,1,12.99
182,50,3,41.97
182,72,1,9.99
183,1,1,9.99
184,1,1,19.99
184,72,1,11.88
185,9,3,26.07
185,12,2,21.78
185,65,3,39.36
185,73,2,27.98
186,1,1,16.96
186,38,1,17.49
187,1,2,31.32
187,5,1,4.79
188,1,1,13.77
189,1,15,294.03
190,1,1,15.36
191,1,6,70.23
192,1,1,10.77
192,4,2,30.92
192,12,2,28.93
192,22,3,59.69
192,28,1,14.96
192,31,1,14.96
193,1,2,27.94
194,1,10,168.89
194,2,6,86.89
195,1,1,15.36
195,41,1,9.49
195,43,3,40.47
195,44,2,33.98
195,55,1,14.49
196,1,2,25.54
197,1,1,12.49
197,9,1,12.49
197,18,1,28.99
198,1,1,15.76
199,1,1,14.37
200,1,3,39.93
200,4,2,44.36
201,1,1,14.96
201,14,1,14.37
201,42,1,9.49
201,54,1,9.49
201,69,1,24.99
202,1,10,146.46
203,1,1,20.99
203,9,1,13.97
203,14,1,14.9
203,30,1,13.97
204,3,5,72.23
205,1,1,12.49
205,11,1,19.3
205,19,1,19.3
205,49,2,50.98
206,1,1,17.99
207,1,1,19.3
207,12,1,34.99
207,46,3,39.97
208,2,5,63.25
208,60,5,70.38
209,3,4,66.26
209,8,2,29.92
209,11,1,19.99
210,1,4,59.66
210,65,2,26.37
211,1,1,7.78
212,1,1,14.37
213,1,1,10.77
213,3,1,11.77
214,1,4,56.5
214,2,1,14.79
214,4,2,23.54
214,14,3,46.51
214,21,3,40.91
214,42,3,39.97
215,1,1,11.77
216,1,1,13.97
217,1,2,57.54
217,49,8,113.92
217,57,1,12.58
217,74,1,11.88
218,6,4,57.48
219,1,3,38.51
219,20,3,35.51
220,1,4,57.85
221,1,1,12.49
222,1,1,29.99
222,8,1,15.36
222,44,2,40.98
223,1,3,47.93
224,1,2,28.33
225,1,2,24.98
225,3,3,37.47
225,9,1,6.79
225,16,1,12.49
225,31,1,23.88
226,1,2,35.93
226,8,2,26.73
226,16,2,23.76
226,29,2,24.74
226,59,1,15.49
226,70,3,43.47
227,1,1,34.97
227,3,1,13.77
227,10,1,14.96
227,19,3,86.51
227,34,1,14.37
228,1,2,25.98
228,6,3,37.51
228,7,1,27.77
228,9,1,9.98
228,10,1,15.36
228,21,1,21.97
228,22,1,17.3
228,27,3,51.75
228,32,2,36.74
228,35,1,23.97
228,52,3,41.47
228,53,1,29.99
229,1,3,31.770000000000003
229,32,1,12.25
229,63,2,19.98
229,78,1,19.49
230,1,2,39.98
230,23,2,39.98
231,1,5,69.04
232,1,2,42.98
233,1,1,12.99
234,1,1,13.97
234,5,1,9.99
235,1,1,7.98
236,1,1,16.7
237,1,2,23.54
238,4,7,88.69
238,6,3,36.33
238,16,4,59.06
238,26,3,47.89
238,30,6,73.22
239,1,2,28.74
240,1,1,15.99
240,10,1,14.96
241,3,2,24.74
241,18,1,14.96
241,65,2,36.37
241,71,2,24.48
242,1,3,35.11
242,3,2,30.32
243,1,2,17.96
244,1,3,46.64
244,5,11,152.91
244,8,3,41.69
244,13,6,87.43
244,14,3,41.9
244,16,3,44.88
244,30,11,144.98
244,32,5,106.42
244,33,3,32.31
244,34,7,96.97
244,37,6,78.94
244,47,9,119.41
244,56,6,86.44
244,63,5,72.45
244,65,2,32.48
244,67,2,36.71
244,72,1,11.88
244,75,2,39.98
244,76,1,12.99
245,1,1,14.96
245,11,1,7.99
245,43,1,12.99
245,49,3,40.97
245,56,4,57.85
245,76,1,13.99
246,1,1,12.97
246,3,3,37.51
246,7,5,65.85
246,17,7,85.79
246,19,4,52.87
246,25,2,31.32
246,30,1,29.37
246,36,2,30.92
246,39,2,30.98
246,42,4,74.46
246,43,3,41.47
246,49,1,13.99
246,50,4,57.46
246,51,2,27.48
246,57,2,26.87
246,62,3,45.47
246,63,1,11.88
246,65,2,22.67
246,77,4,50.85
247,5,1,19.3
247,30,1,23.88
247,50,1,19.99
247,71,2,30.98
248,1,1,14.37
249,1,2,37.35
249,4,2,23.94
249,8,1,30.99
250,1,2,28.74
250,27,3,42.09
250,34,2,33.74
251,1,3,40.26
252,1,6,110.6
252,2,2,26.14
252,62,6,69.94
252,64,7,105.82
252,75,2,22.77
252,76,1,12.99
253,1,1,13.97
254,1,1,15.96
255,1,1,11.77
256,1,1,14.99
256,9,2,34.6
256,15,1,29.99
257,1,1,27.77
257,44,1,12.99
257,67,1,14.99
258,1,3,59.97
259,1,1,14.79
260,1,4,57.27
261,1,1,8.77
262,1,3,48.95
263,1,1,14.79
264,1,1,16.99
265,1,4,108.87
265,8,2,26.73
266,1,3,39.97
266,4,4,59.31
267,1,3,37.47
268,12,1,7.78
269,7,1,29.99
270,1,7,89.77
270,4,14,179.4
271,1,1,12.77
272,1,1,9.98
272,12,2,18.75
272,14,1,9.98
273,1,1,6.79
273,12,1,14.96
274,1,1,5.78
275,1,6,60.47
276,1,2,21.73
276,3,2,37.54
276,27,3,45.09
276,74,1,13.99
277,1,1,17.9
277,62,1,13.99
278,1,1,23.97
279,1,1,17.3
279,3,1,66.3
279,33,2,56.21
280,1,12,155.64
280,5,6,88.32
280,17,1,12.49
281,1,1,14.7
282,1,4,53.88
283,1,3,37.71
284,1,1,20.0
285,1,1,25.99
286,1,2,41.36
286,2,3,45.91
287,1,1,13.97
288,1,1,14.96
288,18,1,13.97
289,1,1,10.77
289,6,1,9.77
290,1,2,49.98
291,1,14,199.15
292,1,1,13.97
292,26,1,17.96
292,27,2,19.96
292,54,1,13.99
293,1,7,98.75
293,64,5,75.03
294,3,1,14.37
294,47,1,12.99
295,1,1,13.77
295,31,14,195.53
295,37,5,67.95
295,65,8,109.33
296,1,3,25.53
297,1,1,14.96
298,1,5,68.04
299,1,1,8.77
299,45,1,13.99
300,12,1,13.97
300,33,1,13.97
300,38,2,25.98
300,42,2,24.98
300,46,1,13.99
300,49,3,39.47
300,50,3,39.97
300,51,1,13.99
300,54,2,27.48
300,56,3,25.47
300,59,3,40.47
300,60,1,8.39
300,61,2,25.98
300,62,4,45.46
300,64,4,52.96
300,69,1,15.99
300,73,3,34.47
300,76,2,24.98
300,77,3,35.97
300,78,1,14.49
301,1,5,73.42
301,16,1,9.99
301,31,3,41.5
301,45,3,48.47
302,1,2,27.13
303,1,1,10.77
304,1,2,25.74
304,20,2,30.15
304,21,4,57.45
305,1,5,70.83
305,45,6,81.44
306,1,1,30.99
307,9,2,28.45
308,1,1,12.77
309,11,3,52.5
310,1,3,39.32
311,1,5,69.25
312,1,2,87.74
312,51,1,14.99
313,1,7,101.22
313,2,6,70.0
313,4,3,43.3
313,5,7,99.95
313,11,5,70.03
313,17,30,457.49
313,20,8,111.15
313,27,18,253.97
313,29,13,190.39
313,31,15,206.15
313,35,13,171.35
313,41,9,114.91
313,45,9,125.91
313,46,8,97.92
313,48,5,68.45
313,65,8,110.31
313,68,4,52.35
313,70,4,52.46
313,73,2,34.98
314,1,1,3.99
314,2,14,227.14
315,6,1,34.97
315,11,4,53.89
316,1,3,35.9
316,3,1,10.77
316,14,1,14.79
316,31,1,10.77
317,1,1,46.77
317,44,3,42.47
317,49,1,14.49
317,56,6,90.94
317,58,2,36.48
318,1,2,26.74
318,5,1,11.77
318,54,2,25.98
319,1,3,41.69
320,1,1,9.99
321,1,6,103.05
322,1,1,25.77
322,27,2,26.56
323,1,2,24.98
323,11,1,11.77
323,28,4,75.32
323,39,3,29.97
323,47,2,27.48
323,60,3,43.97
323,61,4,50.85
323,70,6,128.42
323,77,1,19.99
324,1,2,21.54
324,39,3,37.47
325,1,6,72.82
326,1,1,14.37
327,1,3,40.7
328,1,3,66.75
328,9,1,22.99
328,14,3,56.7
328,15,1,15.36
328,24,2,28.93
328,31,3,37.53
328,32,2,30.77
328,39,2,27.48
328,40,2,25.48
328,47,2,23.48
328,56,1,34.49
328,62,3,41.47
328,65,3,34.47
328,66,2,25.98
328,71,1,15.49
328,72,4,46.46
328,73,2,27.48
328,74,1,11.99
328,75,1,11.89
328,76,2,30.48
328,77,3,48.97
328,78,2,27.98
329,1,1,14.79
329,2,1,11.77
329,3,2,29.16
329,58,2,26.37
329,61,1,11.88
330,1,1,14.96
331,1,1,16.36
332,1,1,15.36
333,1,1,15.9
334,1,3,40.11
335,1,2,26.73
336,1,1,11.77
337,3,2,23.54
337,70,1,14.49
338,1,2,25.74
339,1,6,76.02
339,5,6,95.82
339,21,8,114.58
339,39,3,40.97
339,47,5,84.45
340,1,5,46.3
341,1,2,26.14
341,30,4,80.46
342,1,1,17.9
343,1,5,87.65
343,3,1,30.77
343,16,2,23.54
343,44,3,35.47
344,1,8,105.74000000000001
344,4,4,55.07
344,6,4,57.26
344,15,4,53.46
344,19,3,41.69
344,26,2,27.74
344,29,1,12.77
344,32,1,13.97
344,45,2,24.98
344,52,3,38.97
344,58,3,35.95
344,59,2,29.07
344,60,2,18.98
344,62,1,32.49
344,73,2,31.98
345,1,1,11.77
345,44,2,78.48
346,1,2,26.76
347,1,1,15.36
348,1,1,29.99
348,30,2,67.53
349,1,3,44.88
350,1,1,46.37
351,1,1,8.77
352,1,1,4.99
352,6,1,11.77
353,1,2,28.76
353,7,2,40.47
354,1,1,14.99
355,1,6,82.81
356,1,2,28.74
357,1,3,37.91
357,6,2,53.54
358,1,2,36.48
358,43,1,11.49
358,68,1,12.49
358,70,3,42.97
358,71,1,15.49
359,1,5,76.45
360,1,1,14.96
360,2,1,14.96
360,48,2,25.98
360,59,1,11.49
360,70,1,11.49
360,73,2,23.87
361,1,1,13.97
361,60,2,23.76
362,1,4,58.0
363,1,2,36.959999999999994
364,1,1,29.97
365,1,2,29.58
365,18,1,10.78
365,19,2,27.13
365,20,3,47.68
365,26,3,46.34
365,39,2,25.98
365,48,2,31.98
365,51,1,12.99
365,59,1,12.99
365,63,2,26.37
365,64,2,25.98
366,1,1,15.36
367,1,1,44.77
368,1,4,60.64
368,40,6,74.94
369,1,1,7.98
370,1,5,65.25
370,12,4,61.44
370,35,2,26.73
370,51,3,40.47
371,1,1,14.99
371,50,2,20.48
372,3,1,14.96
372,16,1,21.77
373,1,2,28.74
373,6,4,53.4
373,9,2,29.33
373,12,4,51.47
373,17,2,28.34
373,20,1,14.96
373,21,1,11.77
373,30,2,28.68
373,53,1,15.49
374,1,1,13.97
374,5,4,48.47
374,54,1,14.99
374,64,4,68.46
374,76,7,101.93
375,1,2,64.89
375,30,1,14.99
375,32,2,27.53
376,1,3,45.88
376,27,1,19.77
376,76,2,25.16
377,1,3,38.5
378,1,1,14.9
378,5,1,14.9
379,1,1,18.76
379,3,2,29.33
379,4,1,31.99
379,5,1,9.77
380,1,4,47.08
381,1,1,20.99
381,20,1,12.77
381,28,1,16.65
382,1,1,12.49
383,1,2,30.72
384,1,1,11.97
385,1,1,6.79
385,25,1,14.99
386,1,1,18.99
387,1,1,13.97
387,13,2,29.16
387,15,2,29.92
387,18,1,14.96
387,30,1,18.1
387,32,5,84.06
387,37,9,144.91
387,47,11,163.89
387,48,2,20.98
387,59,4,66.14
387,60,3,50.65
387,74,9,159.41
387,75,2,44.98
388,1,1,10.77
389,1,2,104.98
389,25,3,42.53
389,34,4,59.48
389,37,4,50.96
389,56,13,178.12
389,64,2,43.98
389,75,7,91.71000000000001
390,1,1,15.36
391,1,2,32.0
392,1,3,58.91
393,1,2,29.16
394,1,1,26.99
394,3,2,29.76
395,1,1,26.99
396,1,3,41.1
396,22,2,80.54
396,27,2,19.73
396,43,3,35.97
396,64,4,32.92
396,70,2,21.37
396,74,1,28.99
397,1,2,42.14
397,18,3,62.49
398,1,9,92.34
398,11,1,6.77
398,12,7,109.55
398,14,5,68.23
398,17,2,29.92
398,18,2,15.54
398,25,1,13.97
398,31,8,117.89
398,33,1,15.96
398,34,2,28.74
398,37,2,25.98
398,39,1,11.49
398,41,6,85.94
398,42,2,25.98
398,43,14,163.86
398,44,1,12.99
398,48,2,29.48
398,49,2,30.98
398,50,3,41.97
398,51,1,12.99
398,55,5,73.95
398,56,3,41.16
398,57,4,51.96
398,58,10,146.29000000000002
398,60,3,42.47
398,61,3,37.480000000000004
398,62,1,9.49
398,65,3,47.86
398,69,7,83.80000000000001
398,72,2,25.98
398,76,3,39.84
398,78,2,28.48
399,1,2,34.36
399,6,2,27.96
400,1,1,14.37
400,2,1,14.37
400,13,1,14.79
400,22,1,12.97
400,30,3,48.71
400,52,2,19.48
400,58,1,14.49
400,63,1,12.58
401,1,2,41.74
402,1,2,24.740000000000002
403,1,1,11.77
404,1,2,30.96
404,8,2,30.95
404,15,1,11.77
404,27,2,30.15
404,29,1,14.37
404,68,2,20.98
405,1,1,14.99
406,1,3,29.32
406,26,3,51.72
406,59,1,32.49
406,65,3,39.2
406,71,2,66.48
407,1,2,21.74
408,1,1,25.99
409,1,1,14.37
410,1,2,29.98
410,46,1,12.99
411,1,4,93.07
411,4,4,73.06
411,6,15,245.11
411,7,10,129.87
411,9,4,49.48
411,11,4,74.67
411,12,2,318.74
411,16,4,56.87
411,17,4,58.85
411,21,3,42.71
411,26,4,61.28
411,29,5,58.85
411,37,5,69.95
411,41,10,173.89999999999998
411,43,5,55.95
411,44,2,101.98
411,53,4,104.96
412,2,3,35.31
412,55,1,10.49
413,1,2,25.94
414,7,3,43.95
415,1,1,31.99
416,1,2,47.98
417,1,7,114.58
417,2,4,70.67
417,36,2,29.73
418,1,2,24.98
419,1,4,108.72
420,1,1,16.36
421,1,2,28.47
421,3,2,24.74
421,9,1,15.36
421,10,1,13.97
421,26,10,124.29
422,1,6,74.03
422,6,2,27.94
422,20,8,113.35
423,1,1,24.99
424,1,1,13.97
424,3,2,63.94
424,23,2,26.56
424,25,1,31.03
424,42,1,12.99
424,49,3,91.47
424,53,1,39.49
424,76,1,14.49
425,1,1,14.99
426,1,1,10.99
427,1,1,11.97
428,1,1,14.99
429,1,1,11.77
429,28,2,31.14
429,76,1,59.49
430,2,1,11.77
430,26,7,102.33
430,70,3,38.47
430,72,2,30.98
431,1,1,17.76
431,3,5,55.05
431,13,6,72.62
431,20,5,57.25
431,50,3,43.47
431,76,4,57.46
432,1,5,64.44
433,2,1,31.97
433,24,4,59.63
433,25,1,32.45
433,41,3,37.47
433,46,2,27.48
433,51,1,10.49
433,76,3,85.45
434,1,3,33.31
435,1,3,40.7
436,1,2,30.73
436,4,2,30.73
436,6,3,54.9
436,13,2,27.94
436,22,1,13.97
437,1,2,28.13
438,1,2,24.96
